REF_AREA,Reference area,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,Frequency of observation
ITF2,Molise,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.411446,Annual
ITF3,Campania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.554258,Annual
ITF4,Apulia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.89308,Annual
ITF5,Basilicata,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,12.585073,Annual
ITF6,Calabria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.950135,Annual
ITG1,Sicily,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.5439,Annual
ITG2,Sardinia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,11.069024,Annual
ITH1,Autonomous prov. Bolzano,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.971,Annual
ITH2,Autonomous prov. Trento,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.774279,Annual
ITH3,Veneto,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,26.841618,Annual
ITH4,Friuli-Venezia Giulia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.489775,Annual
ITH5,Emilia-Romagna,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,21.764505,Annual
ITI1,Tuscany,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.540312,Annual
ITI2,Umbria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.493343,Annual
ITI3,Marche,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.844692,Annual
ITI4,Lazio,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.187925,Annual
JPA,Hokkaido,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,9.6691628,Annual
JPB,Tohoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,9.3503532,Annual
JPC,"Northern-Kanto, Koshin",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.715312,Annual
JPD,Southern-Kanto,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,12.497952,Annual
JPE,Hokuriku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.374659,Annual
JPF,Toukai,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,11.160071,Annual
JPG,Kansai region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,11.628789,Annual
JPH,Chugoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.872556,Annual
JPI,Shikoku,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.826733,Annual
JPJ,"Kyushu, Okinawa",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.052479,Annual
LT01,Capital Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.581801,Annual
LT02,Central and Western Lithuania Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,12.162391,Annual
LU00,Luxembourg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,12.410185,Annual
LV00,Latvia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.238504,Annual
ME01,Aguascalientes,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.682262,Annual
ME02,Baja California,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.477762,Annual
ME03,Baja California Sur,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.223314,Annual
ME04,Campeche,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.076324,Annual
ME05,Coahuila,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.051012,Annual
ME06,Colima,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.680346,Annual
ME07,Chiapas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.99748,Annual
ME08,Chihuahua,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.546324,Annual
ME09,Mexico City,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,24.532642,Annual
ME10,Durango,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.49498,Annual
ME11,Guanajuato,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.685312,Annual
ME12,Guerrero,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.622849,Annual
ME13,Hidalgo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,21.946566,Annual
ME14,Jalisco,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.629986,Annual
ME15,Mexico,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,24.299206,Annual
ME16,Michoacan,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.500061,Annual
ME17,Morelos,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.62085,Annual
ME18,Nayarit,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.623127,Annual
ME19,Nuevo Leon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.443325,Annual
ME20,Oaxaca,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.013836,Annual
ME21,Puebla,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,21.165749,Annual
ME22,Queretaro,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.285173,Annual
ME23,Quintana Roo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.072365,Annual
ME24,San Luis Potosi,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,19.064886,Annual
ME25,Sinaloa,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.892831,Annual
ME26,Sonora,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.93659,Annual
ME27,Tabasco,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,19.434198,Annual
ME28,Tamaulipas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.984446,Annual
ME29,Tlaxcala,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,22.437241,Annual
ME30,Veracruz,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,19.413849,Annual
ME31,Yucatan,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.001276,Annual
ME32,Zacatecas,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.387516,Annual
NL11,Groningen,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.792059,Annual
NL12,Friesland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.463168,Annual
NL13,Drenthe,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,13.647704,Annual
NL21,Overijssel,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.812766,Annual
NL22,Gelderland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.283129,Annual
NL23,Flevoland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,14.263417,Annual
NL31,Utrecht (TL2021),Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.109917,Annual
NL32,North Holland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.418215,Annual
NL33,South Holland (TL2021),Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.939278,Annual
NL34,Zeeland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.139984,Annual
NL41,North Brabant,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.164976,Annual
NL42,Limburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.259391,Annual
NO02,Innlandet,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,7.9745588,Annual
NO06,Trøndelag,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.7054687,Annual
NO07,Northern Norway,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.1362882,Annual
NO08,Oslo and Viken,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.338798,Annual
NO09,Agder and Sør-Østlandet,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,8.8686733,Annual
NZ11,Northland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,5.7173824,Annual
NZ12,Auckland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.490818,Annual
NZ13,Waikato,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,5.9105115,Annual
NZ14,Bay of Plenty,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,5.9585958,Annual
NZ15,Gisborne,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.6654568,Annual
NZ16,Hawke's Bay,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.3441143,Annual
NZ17,Taranaki,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,6.5114102,Annual
NZ18,Manawatu-Wanganui,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,5.9096437,Annual
NZ19,Wellington,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,5.7132788,Annual
NZ21,Tasman-Nelson-Marlborough,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,7.3363853,Annual
NZ22,West Coast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,7.2253795,Annual
NZ23,Canterbury,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,8.3668489,Annual
NZ24,Otago,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,7.7431321,Annual
NZ25,Southland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,7.6546206,Annual
PL21,Lesser Poland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,31.338127,Annual
PL22,Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,33.429554,Annual
PL41,Greater Poland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,23.862125,Annual
PL42,West Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,15.265271,Annual
PL43,Lubusz,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,18.722847,Annual
PL51,Lower Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,22.589029,Annual
PL52,Opole region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,25.444424,Annual
PL61,Kuyavian-Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,20.073204,Annual
PL62,Warmian-Masuria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,17.712622,Annual
PL63,Pomerania,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,16.494114,Annual
PL71,Lodzkie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,27.515068,Annual
PL72,Swietokrzyskie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,24.973789,Annual
PL81,Lublin Province,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,22.360796,Annual
PL82,Podkarpacia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,24.417126,Annual
PL84,Podlaskie,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,19.280426,Annual
PL91,Warsaw,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,23.617239,Annual
PL92,Mazowiecki region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,23.206289,Annual
PT11,North,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,11.233808,Annual
PT15,Algarve,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,11.106017,Annual
PT16,Centro,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,10.897236,Annual
PT17,Metropolitan area of Lisbon,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,12.075793,Annual
PT18,Alentejo,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2009,9.4847164,Annual
